airport_ident,type,description,frequency_mhz
EDQP,AFIS,Rosenthal Radio,125.8
EDQP,INFO,ROSENTHAL INFO,127.45
EDQR,AFIS,Langen Information,125.8
EDQR,INFO,Ebern Radio,118.005
EDQS,AFIS,Langen Information,119.15
EDQS,INFO,Suhl Radio,127.465
EDQT,AFIS,Langen Information,119.15
EDQT,INFO,HASSFURT RADIO,119.805
EDQW,AFIS,Langen Information,125.8
EDQW,INFO,Weiden Radio,120.255
EDQX,AFIS,Langen Information,128.95
EDQX,INFO,Hetzleser Berg Radio,134.115
EDQY,AFIS,Langen Information,125.8
EDQY,AFIS,COBURG INFORMATION,128.68
EDQY,INFO,STEINRUECKEN RADIO,129.805
EDQZ,AFIS,Langen Information,125.8
EDQZ,INFO,Pegnitz Radio,127.56
EDRA,AFIS,Langen Information,123.525
EDRA,INFO,Neuenahr Radio,122.355
EDRB,TWR,SPANGDAHLEM TOWER,122.2
EDRB,AFIS,Langen Information,123.525
EDRB,INFO,Bitburg Radio,118.7
EDRC,AFIS,Langen Information,123.525
EDRC,INFO,Marpingen Radio,120.185
EDRD,AFIS,Langen Information,123.525
EDRD,INFO,Neumagen Radio,129.285
EDRF,AFIS,LANGEN INFORMATION,123.525
EDRF,INFO,DUERKHEIM RADIO,122.405
EDRG,AFIS,Langen Information,123.525
EDRG,INFO,Idar-Oberstein Radio,128.36
EDRH,AFIS,Langen Information,123.525
EDRH,INFO,Hoppstaedten Radio,130.655
EDRI,AFIS,Langen Information,128.95
EDRI,RADIO,Linkenheim Radio,124.01
EDRJ,AFIS,Langen Information,123.525
EDRJ,INFO,Saarlouis Radio,121.21
EDRK,FIS,LANGEN INFORMATION,123.525
EDRK,RADAR,Langen Radar,125.6
EDRK,RADIO,KOBLENZ Radio,122.655
EDRL,AFIS,Langen Information,123.525
EDRL,INFO,Lachen Radio,128.525
EDRM,AFIS,Langen Information,123.525
EDRM,INFO,Traben-Trarbach Radio,129.035
EDRN,AFIS,Langen Information,123.525
EDRN,INFO,Nannhausen Radio,131.285
EDRO,AFIS,Langen Information,123.525
EDRO,INFO,Schweighofen Radio,123.005
EDRP,AFIS,Langen Information,123.525
EDRP,FIS,Zweibruekcen Information,123.83
EDRP,INFO,Pirmasens Radio,122.355
EDRS,AFIS,Langen Information,123.525
EDRS,INFO,Sobernheim Radio,118.93
EDRT,AFIS,Langen Information,123.525
EDRT,INFO,Trier Radio,118.39
EDRV,AFIS,Langen Information,123.525
EDRV,INFO,Wershofen Radio,121.39
EDRW,AFIS,Langen Information,123.525
EDRW,INFO,Dierdorf Radio,128.93
EDRY,AFIS,LANGEN INFORMATION,128.95
EDRY,RADIO,SPEYER RADIO,118.08
EDRZ,AFIS,Langen Information,123.525
EDRZ,FIS,Zweibruecken Information,123.83
EDRZ,RDR,LANGEN RADAR,129.675
EDSA,AFIS,Langen Information,128.95
EDSA,INFO,Degerfeld Radio,125.835
EDSB,GND,Baden Ground / Rollkontrolle,121.83
EDSB,TWR,Baden Tower / Turm,134.105
EDSB,APP,STRASSBOURG RADAR,119.45
EDSB,ATIS,BADEN ATIS,121.28
EDSB,AAS,REIMS INFO,124.1
EDSB,AFIS,Strasbourg Info,119.58
EDSB,INFO,Langen Information,128.95
EDSE,AFIS,Langen Information,128.95
EDSG,AFIS,Langen Information,128.95
EDSG,INFO,Grabenstetten Radio,118.19
EDSH,AFIS,Langen Information,128.95
EDSH,INFO,Backnang Radio,123.71
EDSI,FIS,FIS Zürich,124.7
EDSI,INFO,Binningen Radio,124.535
EDSK,CTAF,Kehl Radio,122.755
EDSK,AFIS,Langen Information,128.95
EDSL,FIS,Zürich Information,124.7
EDSL,INFO,Blumberg Radio,135.005
EDSN,AFIS,Zürich Information,124.7
EDSN,INFO,Neuhausen ob Eck Radio,119.605
EDSO,AFIS,Langen Information,128.95
EDSO,INFO,Nortel Radio,128.74
EDSP,CTAF,Poltringen Info,123.055
EDSR,AFIS,Zürich Information,124.7
EDSR,INFO,Stahlringen Radio,127.53
EDST,AFIS,Langen Information,128.95
EDST,INFO,Hahnweide Radio,125.615
EDSW,AFIS,Langen Information,128.95
EDSW,INFO,Altdorf Radio,127.155
EDSZ,AFIS,Langen Information,128.955
EDSZ,INFO,Rottweil Radio,129.505
EDTB,TWR,Baden Tower / Turm,134.105
EDTB,AFIS,Langen Information,128.95
EDTB,INFO,Oos Radio,125.915
EDTC,AFIS,Langen Information,128.95
EDTC,INFO,Bruchsal Radio,123.99
EDTD,AFIS,ZURICH INFORMATION,120.7
EDTD,FIS,Donaueschingen Information,126.69
EDTF,AFIS,Langen Information,128.95
EDTF,INFO,Freiburg Radio,118.255
EDTG,AFIS,Langen Information,128.95
EDTG,INFO,Bremgarten Radio,124.03
EDTH,AFIS,Heubach Info,123.025
EDTL,TWR,Lahr Tower / Turm / Lahr Radio,125.18
EDTL,APP,STRASSBOURG RADAR,119.45
EDTL,AFIS,Langen Information,128.95
EDTM,AFIS,Zürich Information,124.7
EDTM,INFO,Mengen Information,135.18
EDTN,CTAF,Nabern Radio,118.33
EDTN,AFIS,Langen Information,128.95
EDTO,AFIS,Langen Information,128.95
EDTO,INFO,Offenburg Radio,132.04
EDTP,AFIS,Zürich Information,124.7
EDTP,INFO,Pfullendorf Radio,122.435
EDTQ,AFIS,Langen Information,128.95
EDTQ,INFO,Pattonville Radio,124.61
EDTR,AFIS,Zürich Information,124.7
EDTR,INFO,Rheinfelden Radio,134.535
EDTS,AFIS,Zürich Information,124.7
EDTS,FIS,Donaueschingen Information,126.69
EDTS,INFO,Schwenningen Radio,127.535
EDTU,AFIS,Zürich Information,124.7
EDTU,FIS,Mengen Information,135.18
EDTU,INFO,Saulgau Radio,123.605
EDTW,AFIS,Langen Information,128.95
EDTW,INFO,Winzen Radio,118.39
EDTY,ATIS,Schwaebisch Hall ATIS,133.88
EDTY,AFIS,Schwaebisch Hall Information,129.23
EDTY,INFO,Langen Information,128.95
EDTY,RDR,LANGEN RADAR,125.05
EDTZ,AFIS,Zürich Information,124.7
EDTZ,INFO,Konstanz Radio,124.355
EDUA,AFIS,Langen Information,132.65
EDUA,INFO,Stechow Radio,133.585
EDUF,AFIS,Langen Information,125.8
EDUF,INFO,Loennewitz Radio,132.36
EDUO,AFIS,Langen Information,119.825
EDUO,INFO,Oberrissdorf Radio,122.63
EDUS,AFIS,Langen Information,125.8
EDUS,INFO,SCHACKESDORF RADIO,134.54
EDUW,AFIS,Langen Information,132.65
EDUW,INFO,Tutow Radio,132.79
EDUY,AFIS,Langen Information,125.8
EDUY,INFO,Sedlitz Radio,122.33
EDUZ,AFIS,Langen Information,132.65
EDUZ,INFO,Zerbst Radio,124.485
EDVA,AFIS,Langen Information,119.825
EDVA,INFO,Gandersheim Radio,123.005
EDVC,AFIS,Langen Information,119.825
EDVC,AFIS,Langen Information,125.1
EDVC,INFO,Arloh Radio,123.655
EDVE,TWR,TWR,120.05
EDVE,ATIS,Braunschweig ATIS,134.455
EDVE,AFIS,Langen Information,119.825
EDVF,AFIS,Langen Information,119.825
EDVF,INFO,Borkhausen Radio,121.01
EDVG,AFIS,Langen Information,119.825
EDVG,INFO,Mengeringhausen Radio,119.735
EDVH,AFIS,Langen Information,125.1
EDVH,INFO,Hodenhagen Radio,119.005
EDVI,AFIS,Langen Information,119.825
EDVI,INFO,Hoexter Radio,130.28
EDVJ,AFIS,Langen Information,119.825
EDVJ,INFO,Schaeferstuhl Radio,132.99
EDVK,GND,KASSEL GROUND,121.905
EDVK,TWR,KASSEL TOWER,118.105
EDVK,ATIS,KASSEL ATIS,129.205
EDVK,AFIS,LANGEN INFORMATION,119.825
EDVK,RDR,BREMEN RADAR,123.925
EDVL,AFIS,Langen Information,119.825
EDVL,INFO,Hoelleberg Radio,130.08
EDVM,AFIS,Langen Information,119.825
EDVM,INFO,Hildesheim Radio,118.31
EDVN,AFIS,Langen Information,119.825
EDVN,INFO,Northeim Radio,118.705
EDVR,AFIS,Langen Information,119.825
EDVR,INFO,Rinteln Radio,129.425
EDVS,AFIS,Langen Information,119.825
EDVS,INFO,Salzgitter Radio,122.855
EDVT,AFIS,Langen Information,119.825
EDVT,INFO,Ithwiesen Radio,130.655
EDVU,AFIS,Langen Information,132.65
EDVU,INFO,Uelzen Radio,130.905
EDVW,AFIS,Langen Information,119.825
EDVW,INFO,Pyrmont Radio,121.18
EDVY,AFIS,Langen Information,119.825
EDVY,INFO,Porta Radio,130.64
EDWC,AFIS,Langen Information,129.875
EDWC,INFO,Damme Radio,133.305
EDWE,APP,WITTMUND/JEVER RADAR,123.6
EDWE,AFIS,Langen Information,128.525
EDWE,INFO,ENDEM INFORMATION,118.605
EDWE,RDR,BREMEN RADAR,124.65
EDWF,AFIS,Langen Information,128.525
EDWF,INFO,Leer Radio,130.76
EDWG,AFIS,Langen Information,128.525
EDWG,INFO,Wooge Radio,122.405
EDWH,AFIS,Langen Information,128.525
EDWH,INFO,Oldenburg Radio,118.18
EDWI,AFIS,Langen Information,128.525
EDWI,FIS,Wilhelmshave Information,129.255
EDWJ,AFIS,Langen Information,128.525
EDWJ,INFO,Juist Radio,120.505
EDWK,AFIS,Langen Information,125.1
EDWK,INFO,Karlshoefen Radio,118.93
EDWL,AFIS,Langen Information,128.525
EDWL,INFO,Langeoog Radio,122.03
EDWM,AFIS,Langen Information,125.1
EDWM,INFO,Weser-Wuemme Radio,133.705
EDWN,AFIS,Langen Information,129.875
EDWN,INFO,Nordhorn Radio,122.655
EDWO,AFIS,BREMEN INFORMATION,119.825
EDWO,AFIS,LANGEN INFORMATION,129.875
EDWO,INFO,Osnabrueck Radio,118.68
EDWP,AFIS,Langen Information,128.525
EDWP,INFO,Conneforde Radio,121.19
EDWQ,AFIS,Langen Information,128.525
EDWQ,INFO,Ganderkesee Radio,118.63
EDWR,AFIS,Langen Information,128.525
EDWR,INFO,Borken Radio,121.21
EDWS,AFIS,Langen Information,128.525
EDWS,INFO,Norddeich Radio,123.03
EDWU,AFIS,Langen Information,128.525
EDWU,INFO,Varrelbusch Radio,132.565
EDWV,AFIS,Langen Information,125.1
EDWV,INFO,Verden Radio,130.66
EDWX,AFIS,Langen Information,128.525
EDWX,INFO,Westerstede Radio,123.685
EDWY,AFIS,Langen Information,128.525
EDWY,INFO,Norderney Radio,122.605
EDWZ,AFIS,Langen Information,128.525
EDWZ,INFO,Baltrum Radio,132.015
EDXA,AFIS,Langen Information,129.875
EDXA,INFO,Achmer Radio,123.055
EDXB,AFIS,Langen Information,125.1
EDXB,INFO,Buesum Radio,125.86
EDXC,TWR,Schleswig Tower / Turm,122.1
EDXC,AFIS,Langen Information,125.1
EDXD,AFIS,Langen Information,129.875
EDXD,INFO,Boehmte Radio,118.985
EDXE,AFIS,Langen Information,129.875
EDXE,INFO,Rheine Radio,126.685
EDXF,AFIS,Langen Information,125.1
EDXF,INFO,Flensburg Radio,122.855
EDXG,AFIS,Langen Information,129.875
EDXG,INFO,Melle Radio,125.835
EDXH,AFIS,Langen Information,128.525
EDXH,INFO,Helgoland Radio,122.455
EDXI,AFIS,Langen Information,119.825
EDXI,INFO,Nienburg Radio,133.165
EDXJ,AFIS,Langen Information,125.1
EDXJ,INFO,Husum Radio,125.835
EDXK,AFIS,Langen Information,125.1
EDXK,INFO,Leck Radio,132.565
EDXL,AFIS,Langen Information,128.525
EDXL,INFO,Brassel Radio,129.135
EDXM,AFIS,Langen Information,125.1
EDXM,INFO,St Michel Radio,132.99
EDXN,TWR,Nordholz Tower,131.525
EDXN,AFIS,Langen Information,125.1
EDXN,AFIS,Langen Information,128.525
EDXN,INFO,Spieka Radio,121.03
EDXO,AFIS,Langen Information,125.1
EDXO,INFO,St. Peter Radio,129.78
EDXP,AFIS,Langen Information,128.525
EDXP,INFO,Harle Radio,122.405
EDXQ,AFIS,Langen Information,125.1
EDXQ,INFO,Wuemme Radio,136.015
EDXR,AFIS,Langen Information,125.1
EDXR,INFO,Rendsburg Radio,123.655
EDXS,AFIS,Langen Information,125.1
EDXS,INFO,Seedorf Radio,119.665
EDXT,AFIS,Langen Information,125.1
EDXT,INFO,Sierksdorf Radio,125.385
EDXU,AFIS,Langen Information,125.1
EDXU,INFO,Huettenbusch Radio,120.85
EDXW,TWR,SYLT Tower / Turm,119.75
EDXW,ATIS,Sylt ATIS,118.4
EDXW,AFIS,Langen Information,125.1
EDXW,INFO,Sylt Radio,119.75
EDXW,RDR,BREMEN RADAR,136.225
EDXY,AFIS,Langen Information,125.1
EDXY,INFO,Wyk Radio,118.255
EDXZ,AFIS,Langen Information,128.525
EDXZ,INFO,Kuehrstedt Radio,135.005
EEEI,INFO,INFO,120.9
EEHA,RADAR,Tallinn Radar,127.905
EEKA,AFIS,Kärdla INFO,133.405
EEKE,TWR,TWR,118.05
EELM,FIZ,Tartu Flight Information Zone,133.905
EEPU,AFIS,AFIS,132
EERA,ATZ,Rapla Traffic,131.03
EERI,FIS,Ridali Traffic,118.455
EETN,TWR,Tallinn Tower,135.905
EETN,APP,Tallinn Radar,127.905
EETN,ATIS,Tallinn ATIS,124.88
EETU,ATIS,Tartu ATIS,123.13
EETU,FIZ,Tartu Flight Information Zone,133.905
EFAA,ACC SECTOR,Tampere radar,126.1
EFAA,RDO,Aavahelukka traffic,123.5
EFAH,ACC,Tampere radar,124.2
EFAH,RDO,Ahmosuo traffic,123.4
EFAL,ACC,Tampere radar,127.1
EFAL,RDO,Alavus traffic,123.5
EFET,ATIS,ATIS,134.825
EFET,AFIS,AFIS,122.45
EFEU,RDO,RDO,123.55
EFFO,ACC,Tampere radar,121.3
EFFO,RDO,Forssa traffic,123.15
EFGE,ACC,Tampere radar,132.675
EFGE,RDO,Genböle traffic,123.6
EFHA,TWR,TWR,128.9
EFHA,APP,APP,124.55
EFHA,ATIS,ATIS,115.2
EFHK,DEL,,118.125
EFHK,GND,GND,121.8
EFHK,TWR,22L/04R and 15/33,118.6
EFHK,TWR,22R/04L,118.85
EFHK,APP,APP,119.1
EFHK,APP,,129.85
EFHK,ATIS,HEL VOR,114.2
EFHK,ATIS,,135.075
EFHK,PMSV,PMSV METRO,125.1
EFHK,RMP,RMP,121.65
EFHL,ACC,Tampere radar,124.2
EFHL,RDO,Hailuoto traffic,123.4
EFHM,RDO,RDO,123.15
EFHN,RDO,RDO,123.6
EFHP,ACC,Tampere radar,124.2
EFHP,RDO,Haapavesi traffic,123.55
EFHV,INFO,INFO,122.5
EFII,ACC,Tampere radar,132.325
EFII,RDO,Iisalmi traffic,123.55
EFIK,RDO,RDO,123.6
EFIM,RDO,RDO,123.6
EFIT,RDO,RDO,123.45
EFIV,TWR,TWR,118
EFIV,ATIS,ATIS,123.2
EFJM,ACC SECTOR,Tampere radar,127.1
EFJM,RDO,Jämijärvi traffic,123.65
EFJO,TWR,TWR,120.9
EFJO,ATIS,ATIS,115.7
EFJY,TWR,TWR,118
EFJY,APP,APP,119.7
EFJY,ATIS,ATIS,134.15
EFKA,TWR,TWR,122.8
EFKA,APP,APP,130.1
EFKA,ATIS,ATIS,112.4
EFKA,ARR,ARRIVAL,128.15
EFKE,TWR,TWR,119.4
EFKE,ATIS,ATIS,123.15
EFKG,ACC,Tampere radar,121.3
EFKG,RDO,Kumlinge traffic,123.4
EFKH,ACC,Tampere radar,124.2
EFKH,RDO,Kuhmo traffic,123.5
EFKI,ATIS,ATIS,114.9
EFKI,AFIS,AFIS,118.1
EFKJ,RDO,RDO,118.45
EFKK,TWR,TWR,120.1
EFKK,ATIS,ATIS,125.025
EFKM,RDO,RDO,123.5
EFKN,ACC,Tampere radar,127.1
EFKN,RDO,Kannus traffic,123.45
EFKO,RDO,RDO,123.4
EFKR,ACC,Tampere radar,124.2
EFKR,RDO,Kärsämäki traffic,123.55
EFKS,ATIS,ATIS,114.4
EFKS,AFIS,AFIS,118.65
EFKT,ATIS,ATIS,133.85
EFKT,AFIS,AFIS,118.95
EFKU,TWR,TWR,120.15
EFKU,APP,APP,130.6
EFKU,ATIS,ATIS,128.775
EFKV,ACC,Tampere radar,132.325
EFKV,RDO,Kivijärvi traffic,123.5
EFKY,ACC,Tampere radar,135.525
EFKY,RDO,Kymi traffic,123.55
EFLA,ATIS,ATIS,122.425
EFLA,ACC,Tampere radar,132.325
EFLA,RDO,RDO,123.4
EFLL,ACC,Tampere radar,135.525
EFLL,RDO,Lapinlahti traffic,123.5
EFLN,RDO,RDO,123.4
EFLP,TWR,TWR,119.7
EFLP,ATIS,ATIS,112.5
EFMA,TWR,TWR,119.6
EFMA,ATIS,ATIS,130.425
EFME,CTAF,RDO,123.5
EFMI,ATIS,ATIS,118.25
EFMI,AFIS,AFIS,123
EFML,INFO,,120.65
EFMN,ACC,Tampere radar,132.325
EFMN,RDO,Mäntsälä traffic,123.5
EFNS,ACC,Tampere radar,127.1
EFNS,RDO,Savikko traffic,123.15
EFNU,ATIS,EFNU ATIS,135.825
EFNU,RDO,Nummela Traffic,122.825
EFOP,ACC,Tampere radar,127.1
EFOP,RDO,Oripää traffic,123.2
EFOU,TWR,TWR,124.4
EFOU,ATIS,ATIS,135.45
EFPA,ACC,Tampere radar,126.1
EFPA,RDO,Pokka traffic,123.15
EFPI,RDO,RDO,123.55
EFPK,ACC,Tampere radar,135.525
EFPK,RDO,Pieksämäki traffic,123.2
EFPN,ACC,Tampere radar,135.525
EFPN,RDO,Punkaharju traffic,123.45
EFPO,TWR,TWR,119.25
EFPO,APP,APP,128.65
EFPO,ATIS,ATIS,136.075
EFPR,INFO,,118.475
EFPU,ACC,Tampere radar,124.2
EFPU,RDO,RDO,123.2
EFPY,RDO,RDO,121.6
EFRA,ACC SECTOR,Tampere radar,135.525
EFRA,RDO,Rautavaara traffic,123.65
EFRH,RDO,RDO,123.5
EFRN,RDO,RDO,123.2
EFRO,GND,GND,118.525
EFRO,TWR,TWR,118.7
EFRO,APP,APP,125.8
EFRO,ATIS,ATIS,117.7
EFRO,PMSV,PMSV METRO,125.1
EFRU,ACC,Tampere radar,124.2
EFRU,RDO,Ranua traffic,123.5
EFRV,ACC,Tampere radar,132.325
EFRV,RDO,Kiuruvesi traffic,123.5
EFRY,ATIS,ATIS,122.625
EFRY,ACC,Tampere radar,121.3
EFRY,RDO,Räyskälä traffic,122.65
EFSA,ATIS,ATIS,117.9
EFSA,AFIS,AFIS,118.8
EFSE,RDO,RDO,123.2
EFSI,TWR,KAUHAVA TWR,119.7
EFSI,APP,KAUHAVA APP,130.1
EFSI,AFIS,AFIS,123.6
EFSI,RDR,KAUHAVA RADAR,128.15
EFSO,AFIS,AFIS,123.4
EFSU,ACC,Tampere radar,124.2
EFSU,RDO,Suomussalmi traffic,123.5
EFTO,ACC,Tampere radar,132.675
EFTO,RDO,Torbacka traffic,123.6
EFTP,TWR,PIRKKALA TWR,118.7
EFTP,APP,PIRKKALA APP,126.2
EFTP,ATIS,ATIS,133.55
EFTU,TWR,TWR,118.3
EFTU,ATIS,ATIS,130.05
EFUT,TWR,TWR,119.7
EFUT,ATIS,ATIS,114.6
EFVA,TWR,TWR,119.3
EFVA,ATIS,ATIS,114.5
EFVI,ACC,Tampere radar,132.325
EFVI,RDO,Viitasaari traffic,123.5
EFVL,ACC,Tampere radar,124.2
EFVL,RDO,Vaala traffic,123.5
EFVP,ACC,Tampere radar,127.1
EFVP,RDO,Vampula traffic,123.55
EFVR,ATIS,ATIS,128.325
EFVR,MISC,AFIS,120.4
EFVT,ACC,Tampere radar,127.1
EFVT,RDO,Sulkaharju traffic,123.5
EFWB,ACC,Tampere radar,135.525
EFWB,RDO,Wredeby traffic,123.55
EFYL,UNIC,UNICOM,122.5
EG-0078,TWR,TWR,120.3
EG-0078,HF/S.S.B.  ALTN.,Alex Radio.,5.603
EG-0078,RDO  HF/S.S.B,ALEX RADIO,5.708
EG74,A/G,RDO,122.825
EGAA,GND,GND,121.75
EGAA,TWR,TWR,118.3
EGAA,APP,APP,128.5
EGAA,ATIS,ATIS,128.2
EGAA,ILS 17,,110.9
EGAA,ILS 25,,109.9
EGAA,OPS,OPS,26.48
EGAA,RDR,DIRECTOR,120.9
EGAB,A/G,RDO,123.205
EGAC,TWR,BELFAST TWR,122.825
EGAC,APP,BELFAST APP,130.85
EGAC,ATIS,ATIS,136.625
EGAD,A/G,Newtownards A/G,128.305
EGAE,TWR,Eglinton Tower,134.155
EGAE,APP,Eglinton Approach,123.625
EGAE,ATIS,Eglinton Information,119.38
EGBB,GND,GND,121.8
EGBB,TWR,TWR,118.3
EGBB,APP,APP,118.05
EGBB,APP,,123.975
EGBB,ATIS,ATIS,136.02
EGBB,FIRE,,121.6
EGBD,A/G,Derby A/G,118.35
EGBE,AFIS,Coventry Infromation,123.83
EGBE,FIRE,Coventry Fire,121.6
EGBF,A/G,A/G,119.025
EGBF,A/G,Breighton Radio,129.8
EGBG,A/G,RDO,122.125
EGBJ,TWR,GLOSTER TWR,122.9
EGBJ,APP,GLOSTER APP,128.55
EGBJ,ATIS,ATIS,127.475
EGBJ,EMR,FIRE,121.6
EGBJ,RDR,RADAR,120.975
EGBK,A/G,Northampton Sywell A/G,122.7
EGBK,AFIS,Northampton Sywell AFIS,122.7
EGBM,A/G,Tatenhill A/G,124.075
EGBN,A/G,A/G VOICE RDO,134.875
EGBO,TWR,TWR,123
EGBO,APP,APP,123
EGBO,ATIS,ATIS,124.875
EGBP,AFIS,INFO,118.9
EGBS,AFIS,Shobdon Information,118.155
EGBS,RDO,Shobdon Radio,118.155
EGBT,A/G,Turweston Radio,122.18
EGBV,A/G,Silverstone A/G,121.075
EGBW,AFIS,INFO,124.03
EGCB,AFIS,Manchester Barton AFIS,120.25
EGCC,GND,GND,121.85
EGCC,TWR,TWR,118.625
EGCC,TWR,,119.4
EGCC,APP,APP,135
EGCC,ATIS,ATIS,128.175
EGCC,CLD,CLNC DEL,121.7
EGCF,A/G,Sandtoft A/G,130.425
EGCJ,A/G,Sherburn in Elmet A/G,126.6
EGCJ,RAD/APP,Sherburn in Elmet RAD/APP,126.5
EGCK,A/G,RDO,122.225
EGCL,A/G,Fenland Radio,122.93
EGCS,A/G,Sturgate A/G,130.3
EGCT,A/G,Tilstock A/G,122.075
EGCV,A/G,Sleap A/G,122.45
EGCW,A/G,RDO,128
EGDC,A/G,RDO,130.2
EGDJ,NATIONWIDE GLIDE,gliders,129.975
EGDJ,OPS,Salisbury Ops,122.75
EGDM,GND,GND,130.75
EGDM,TWR,TWR,130.75
EGDM,APP,APP,130
EGDM,ATIS,ATIS,27.572
EGDM,CAC,ZONE,126.7
EGDM,DIR,DIR,130
EGDN,A/G,Netheravon A/G,128.3
EGDN,AFIS,Netheravon AFIS,128.3
EGDO,TWR,TWR,122.1
EGDO,APP,APP,134.05
EGDR,GND,GND,122.1
EGDR,TWR,TWR,122.1
EGDR,APP,APP,134.05
EGDR,ATIS,ATIS,23.185
EGDR,OPS,OPS,572.5
EGDX,GND,GND,24.112
EGDX,TWR,TWR,118.125
EGDX,APP,APP,126.625
EGDX,ATIS,ATIS,34.045
EGDX,MISC,CARDIFF ATIS,132.475
EGDY,GND,GND,26.862
EGDY,TWR,TWR,122.1
EGDY,APP,RADAR,127.35
EGDY,ATIS,ATIS,28.392
EGDY,OPS,OPS,673.6
EGEC,AFIS,Cambeltown Information,125.905
EGEF,A/G,Fair Isle A/G,118.025
EGEL,A/G,Coll Radio,125
EGEN,RAD/APP,North Ronaldsay RAD/APP,118.3
EGEO,AFIS,Oban Information,118.055
EGET,A/G,Lerwick Tingwall A/G,122.6
EGEW,RAD/APP,Westray RAD/APP,118.3
EGEY,A/G,A/G,123.8
EGFA,AFIS,AFIS/AG,122.15
EGFC,A/G,Cardiff Tremorfa A/G,120.65
EGFD,TWR,TWR,118.93
EGFD,CAC,LONDON MIL,29.252
EGFE,A/G,RDO,122.2
EGFF,TWR,Cardiff Tower,133.105
EGFF,APP,Cardiff Approach,119.155
EGFF,APP,Cardiff Radar,125.855
EGFF,ATIS,ATIS,132.48
EGFF,AREA CONTROL,Cardiff Radar,133.6
EGFF,FIRE,Cardiff Fire,121.6
EGFH,A/G,RDO,119.7
EGFP,TWR,Pembrey TWR,124.4
EGFP,A/G,Pembrey A/G,124.4
EGFP,RAD/APP,Pembrey RAD/APP,124.4
EGGD,GND,GND,121.925
EGGD,TWR,TWR,133.85
EGGD,ATIS,ATIS,126.025
EGGD,RDR,RDR,136.075
EGGP,GND,GND,121.95
EGGP,TWR,TWR,126.35
EGGP,APP,APP,119.85
EGGP,ATIS,ATIS,124.33
EGGW,GND,GND,121.75
EGGW,TWR,TWR,132.55
EGGW,APP,APP,129.55
EGGW,ATIS,ATIS,120.575
EGHA,A/G,Compton Abbas A/G,122.7
EGHC,TWR,Lands End St.Just TWR,130.7
EGHC,A/G,Lands End St.Just A/G,130.7
EGHC,RAD/APP,Lands End St.Just RAD/APP,130.7
EGHE,TWR,Scilly Isles St.Mary's TWR,123.15
EGHE,RAD/APP,Scilly Isles St.Mary's RAD/APP,123.15
EGHF,INFORMATION,Lee Information,118.93
EGHG,TWR,Yeovil Westland TWR,125.4
EGHG,A/G,Yeovil Westland A/G,125.4
EGHG,RAD/APP,Yeovil Westland RAD/APP,130.8
EGHH,GND,GND,121.7
EGHH,TWR,TWR,125.6
EGHH,APP,APP,119.475
EGHH,ATIS,ATIS,121.95
EGHI,TWR,Southampton Tower,118.205
EGHI,APP,Solent Radar,120.23
EGHI,APP,Southampton Approach,122.73
EGHI,ATIS,Southampton Information,130.88
EGHI,OPS,OPS,130.65
EGHJ,A/G,Bembridge A/G,123.25
EGHL,APP,FARNBOROUGH APP,125.25
EGHL,MISC,GLIDER OPR,129.9
EGHN,A/G,Isle of Wight Sandown A/G,123.5
EGHO,A/G,Thruxton A/G,130.45
EGHP,A/G,Popham A/G,129.805
EGHQ,GND,GND,121.95
EGHQ,TWR,TWR,134.375
EGHQ,APP,APP,133.4
EGHQ,ATIS,ATIS,127.4
EGHQ,DIR,DIRECTOR,125.55
EGHQ,OPS,OPS,131.8
EGHQ,RADAR,ZONE ?,127.925
EGHR,AFIS,Goodwood Information,122.455
EGHS,A/G,Henstridge A/G,130.25
EGHT,A/G,Tresco A/G,130.25
EGHU,A/G,Eaglescott A/G,123
EGHY,A/G,Truro A/G,129.8
EGJA,GND,GND,130.5
EGJA,TWR,TWR,125.35
EGJA,APP,GUERNSEY APP,128.65
EGJB,GND,GND,121.8
EGJB,TWR,TWR,119.95
EGJB,APP,APP,128.65
EGJB,ATIS,ATIS,109.4
EGJJ,GND,GND,121.905
EGJJ,TWR,TWR,119.455
EGJJ,TWR,TWR,120.45
EGJJ,ATIS,INFO,134.68
EGJJ,APP/DEP,APP/DEP,118.555
EGJJ,APP/DEP,APP/DEP,120.305
EGJJ,TWR/APP/DEP,TWR/APP/DEP,125.205
EGKA,TWR,TWR,125.405
EGKA,APP,APP,123.155
EGKA,ATIS,ATIS,130.975
EGKA,A/G,RDO,123.155
EGKB,GND,,121.63
EGKB,TWR,TWR,134.805
EGKB,APP,APP,129.405
EGKB,ATIS,ATIS,135.68
EGKB,RDR,THAMES RDR,132.7
EGKH,A/G,Lashenden Headcorn A/G,122
EGKK,GND,GND,121.805
EGKK,TWR,TWR,124.23
EGKK,APP,APP,126.825
EGKK,ATIS,ATIS,136.525
EGKK,CLD,CLNC DEL,121.955
EGKK,DIR,Director,118.95
EGKL,A/G,Deanland Radio,129.73
EGKR,TWR,Redhill TWR,119.605
EGKR,ATIS,ATIS,125.305
EGLA,A/G,Bodmin A/G,122.7
EGLC,GND,GND,121.825
EGLC,TWR,TWR,118.075
EGLC,APP,APP,132.7
EGLC,ATIS,ATIS,136.35
EGLD,A/G,Denham Radio,130.73
EGLD,AFIS,Denham Radio,130.73
EGLF,TWR,TWR,122.5
EGLF,APP,APP,134.35
